,AÑO,CÓDIGO_DEPARTAMENTO,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
0,2011,5,1288473,94.01,93.85,70.28,94.12,75.68,44.37,106.81,85.69,117.5,110.81,84.06,27.47,74.48,3.97,3.62,3.65,4.57,3.71,93.98,0.07,94.56,4.57,93.33,2.06,0.07,94.56,2.54,2.96,4.25,0.07,4.56,5.27,1.68
1,2011,8,523935,99.32,99.05,50.59,98.93,80.22,50.17,107.88,84.19,120.41,107.89,87.98,24.42,80.46,2.76,2.6,3.06,2.42,2.61,96.7,0.12,96.49,2.42,96.64,0.54,0.12,96.49,0.67,0.75,1.82,0.12,1.77,2.18,0.88
2,2011,11,1479334,90.7,90.29,68.63,86.99,84.7,55.01,97.78,82.04,97.94,106.48,87.76,26.75,94.21,3.95,10.05,5.3,1.96,2.55,96.05,0.0,94.69,1.96,97.45,0.0,0.0,94.69,0.0,0.0,3.23,0.0,2.3,5.11,2.57
3,2011,13,496676,91.57,91.4,59.74,90.81,67.34,39.17,110.41,98.82,126.45,108.15,80.64,20.8,30.12,3.14,1.85,2.93,3.79,3.13,94.76,0.46,95.48,3.79,93.2,2.1,0.46,95.48,2.75,3.67,4.43,0.46,4.44,5.37,2.28
4,2011,15,300501,86.16,86.11,63.36,82.5,74.65,49.09,104.15,78.87,99.88,119.78,94.76,22.77,25.26,3.07,2.4,2.24,4.03,3.51,94.2,0.17,96.1,4.03,93.23,2.73,0.17,96.1,4.31,3.26,2.62,0.17,1.9,4.19,1.55
5,2011,17,201185,87.04,86.98,64.99,83.86,73.41,45.38,98.13,77.19,103.62,103.93,83.7,22.6,34.74,4.13,4.35,3.92,4.87,2.82,90.62,0.3,91.59,4.87,92.04,5.25,0.3,91.59,7.25,5.15,4.67,0.3,4.15,6.55,3.07
6,2011,18,124148,88.78,88.76,58.98,90.31,57.31,25.44,106.03,85.2,130.59,101.6,60.35,23.21,8.01,3.64,3.39,3.56,3.91,3.39,96.06,0.05,96.34,3.91,93.45,0.3,0.05,96.34,0.08,3.15,4.17,0.05,3.7,5.8,2.87
7,2011,19,328682,86.35,86.21,52.01,87.94,61.58,30.44,98.03,81.82,117.83,94.24,65.87,18.29,29.7,2.75,1.87,1.96,3.91,3.6,92.53,1.17,92.77,3.91,91.77,4.72,1.17,92.77,4.64,4.63,2.09,1.17,1.75,3.13,1.57
8,2011,20,263789,94.75,94.57,65.96,95.22,66.47,34.98,110.47,105.65,129.53,105.96,73.07,20.58,29.02,7.07,5.17,7.36,7.62,5.42,90.54,0.46,91.02,7.62,90.8,2.39,0.46,91.02,3.74,3.78,1.67,0.46,1.57,2.19,0.97
9,2011,23,405431,94.53,94.46,67.18,93.22,68.79,37.16,111.08,103.69,125.71,110.67,78.66,20.16,35.26,4.59,5.45,4.08,5.3,4.1,94.29,0.22,95.13,5.3,93.19,1.12,0.22,95.13,1.37,2.71,4.07,0.22,4.18,4.53,2.43
10,2011,25,570954,92.13,91.93,67.19,88.12,81.38,47.57,103.34,89.21,106.03,112.14,86.21,17.76,35.04,3.6,3.48,2.99,4.31,3.72,95.58,0.04,96.62,4.31,94.5,0.89,0.04,96.62,1.26,1.93,2.7,0.04,1.99,4.18,1.78
11,2011,27,145587,83.79,83.79,50.17,86.4,41.3,19.64,110.17,77.0,150.46,89.06,63.13,17.86,13.88,4.29,2.89,4.24,5.05,3.59,93.5,0.07,94.19,5.05,93.5,2.21,0.07,94.19,4.25,2.91,0.42,0.07,0.6,0.26,0.07
12,2011,41,275956,90.52,90.47,69.9,92.31,73.5,38.49,101.13,87.47,113.41,104.54,71.11,22.28,30.28,4.38,4.0,3.2,6.0,4.99,92.39,0.11,94.35,6.0,89.67,3.24,0.11,94.35,4.46,5.34,4.36,0.11,4.41,5.59,2.41
13,2011,44,231046,77.12,77.0,44.61,74.68,41.56,21.91,89.4,84.56,119.07,68.03,49.83,20.22,34.94,6.17,4.2,6.31,7.04,4.65,92.78,0.46,92.58,7.04,93.07,1.07,0.46,92.58,0.78,2.28,3.85,0.46,4.49,3.44,1.46
14,2011,47,333793,94.47,94.32,55.4,90.9,66.53,37.55,110.51,109.71,129.12,103.1,75.84,21.3,27.63,3.63,2.24,3.45,4.1,4.37,94.98,0.42,95.12,4.1,93.55,1.39,0.42,95.12,1.41,2.08,1.52,0.42,1.44,1.99,0.65
15,2011,50,209319,93.65,93.59,61.46,92.35,75.89,40.79,102.82,82.9,115.06,106.18,75.26,22.79,24.42,5.55,5.12,5.58,6.15,3.8,93.08,0.07,93.39,6.15,93.9,1.37,0.07,93.39,1.85,2.3,1.48,0.07,1.27,2.26,0.9
16,2011,52,401313,80.53,80.5,48.3,80.14,53.68,29.04,93.96,75.92,115.43,87.15,62.27,20.76,15.68,10.17,13.91,9.67,10.58,9.01,89.97,0.08,91.2,10.58,89.45,1.4,0.08,91.2,2.18,2.55,2.53,0.08,2.34,3.52,1.32
17,2011,54,324219,89.04,88.96,68.9,91.01,66.38,39.03,102.48,87.41,117.44,98.1,82.3,22.36,17.78,6.87,4.98,5.15,9.35,8.44,92.55,0.06,94.41,9.35,90.14,0.65,0.06,94.41,0.76,1.64,2.19,0.06,1.7,3.46,1.56
18,2011,63,114075,90.87,90.83,64.45,85.53,80.32,47.29,103.95,82.26,106.21,114.89,87.83,27.06,62.0,5.04,5.13,4.52,5.98,4.1,92.43,0.03,94.24,5.98,91.66,2.53,0.03,94.24,3.97,4.23,1.36,0.03,1.1,2.03,0.86
19,2011,66,192633,95.61,95.43,67.38,93.32,76.38,42.83,112.41,89.13,118.88,119.1,95.27,22.87,45.21,4.79,3.73,3.77,6.14,5.39,94.07,0.15,95.57,6.14,91.25,1.14,0.15,95.57,1.24,3.35,1.77,0.15,1.43,2.61,1.13
20,2011,68,434034,92.49,92.4,69.7,92.88,77.28,48.1,103.43,94.3,111.4,106.32,83.87,22.39,25.22,3.68,3.38,2.87,4.75,3.8,94.25,0.34,96.11,4.75,93.22,2.07,0.34,96.11,3.48,2.98,2.92,0.34,2.3,4.48,1.59
21,2011,70,205779,103.27,103.2,68.67,101.38,76.16,40.46,123.04,131.94,139.49,118.49,88.27,24.81,58.31,6.74,9.51,5.5,7.25,8.18,86.31,0.92,87.86,7.25,84.92,7.1,0.92,87.86,9.29,7.08,0.46,0.92,0.55,0.44,0.23
22,2011,73,325983,88.8,88.71,58.6,86.48,71.66,41.33,103.45,82.98,113.27,107.25,81.59,22.09,20.22,4.61,3.66,4.34,5.41,3.95,90.33,0.23,91.99,5.41,90.37,5.06,0.23,91.99,7.77,5.68,0.88,0.23,0.82,1.22,0.47
23,2011,76,906602,88.51,88.33,56.25,86.83,72.17,42.06,101.5,92.48,111.37,103.88,78.7,20.05,41.51,4.24,4.18,3.73,5.01,3.99,90.69,0.58,92.95,5.01,89.64,5.07,0.58,92.95,7.9,6.37,2.3,0.58,2.09,3.22,1.09
24,2011,81,73431,74.15,74.11,49.81,71.09,55.36,31.49,85.09,75.73,93.42,85.88,64.26,17.62,30.33,2.14,1.98,1.86,2.46,2.83,97.72,0.0,98.14,2.46,95.71,0.13,0.0,98.14,0.0,1.46,2.78,0.0,2.29,4.37,2.05
25,2011,85,85803,101.11,101.05,71.27,99.47,82.56,42.64,115.07,94.58,123.09,126.23,82.99,25.31,40.0,3.88,3.2,3.4,4.6,4.18,92.12,0.36,93.96,4.6,91.14,4.0,0.36,93.96,6.44,4.68,3.57,0.36,3.2,5.39,1.23
26,2011,86,93828,80.46,80.46,49.15,82.17,56.36,27.24,93.62,82.42,110.23,90.71,62.85,21.18,15.53,4.18,3.24,3.61,5.63,3.31,95.61,0.0,96.35,5.63,94.5,0.21,0.0,96.35,0.0,2.19,3.37,0.0,2.97,4.91,1.9
27,2011,88,15852,67.28,67.23,57.0,68.26,59.08,39.15,73.8,62.34,75.08,78.79,66.33,24.01,65.63,1.72,0.84,3.03,0.59,0.82,96.73,0.0,96.26,0.59,95.57,1.55,0.0,96.26,2.19,3.61,3.63,0.0,3.44,5.62,1.32
28,2011,91,22223,82.34,82.32,63.68,87.23,50.65,21.91,94.53,94.49,117.82,82.46,58.01,14.95,36.36,5.46,5.56,3.67,8.21,7.9,91.16,0.17,92.83,8.21,85.15,3.38,0.17,92.83,3.16,6.95,5.15,0.17,5.14,6.39,4.15
29,2011,94,11920,74.87,74.87,61.85,73.59,28.88,8.42,95.52,112.75,139.74,68.84,36.14,20.37,4.21,10.94,10.0,10.73,11.62,12.85,73.92,13.13,73.37,11.62,80.86,15.5,13.13,73.37,15.69,6.3,0.77,13.13,0.7,0.98,0.21
30,2011,95,31133,64.04,64.02,32.16,65.42,45.16,20.08,78.3,52.06,92.99,78.15,53.69,26.79,10.73,9.02,5.54,8.91,10.02,8.9,91.15,0.0,91.73,10.02,88.93,0.18,0.0,91.73,0.0,2.17,2.41,0.0,2.08,3.5,1.86
31,2011,97,12690,62.18,62.18,19.22,65.41,29.04,9.73,72.29,32.03,101.28,60.2,39.92,13.39,7.63,9.94,7.22,8.72,12.1,14.24,81.16,3.61,81.5,12.1,78.72,8.89,3.61,81.5,8.1,7.04,6.15,3.61,7.76,4.34,2.06
32,2011,99,20360,73.07,72.98,31.84,74.47,32.89,15.54,82.08,50.78,120.78,59.48,39.03,15.7,16.67,7.33,8.82,8.77,4.29,2.67,91.77,0.0,90.01,4.29,96.57,0.9,0.0,90.01,0.26,0.76,3.54,0.0,3.07,5.45,3.44
33,2012,5,1278686,92.79,92.65,73.2,92.65,74.84,43.5,105.8,94.38,116.03,109.14,80.91,27.96,62.51,4.01,2.55,3.5,5.19,3.77,92.04,0.2,93.05,5.19,92.21,3.95,0.2,93.05,5.55,4.02,1.93,0.2,1.67,2.95,1.1
34,2012,8,523911,91.59,91.43,53.03,89.05,76.73,45.86,100.39,87.56,109.84,102.95,77.63,22.46,51.04,3.32,2.01,3.59,3.43,2.77,96.29,0.16,96.07,3.43,96.9,0.42,0.16,96.07,0.57,0.35,0.8,0.16,0.85,0.93,0.42
35,2012,11,1470171,86.94,86.52,66.33,83.97,81.47,51.78,92.86,82.17,94.28,101.09,78.59,17.5,100.0,3.89,,3.42,4.88,4.45,96.11,0.0,96.58,4.88,95.55,0.0,0.0,96.58,0.0,0.0,5.17,0.0,3.61,8.31,4.08
36,2012,13,495108,88.97,88.87,60.47,87.67,68.02,38.08,103.53,106.56,116.28,100.31,77.07,22.5,33.44,3.39,3.37,3.25,3.57,3.5,92.83,0.9,93.56,3.57,92.14,3.78,0.9,93.56,5.32,4.36,2.4,0.9,2.49,2.88,1.01
37,2012,15,297132,85.7,85.64,70.48,81.46,74.61,48.24,99.96,92.95,95.26,111.24,91.74,24.77,29.95,3.23,2.74,2.38,4.26,3.47,91.92,0.21,94.11,4.26,91.66,4.86,0.21,94.11,7.48,4.87,2.0,0.21,1.44,3.11,1.5
38,2012,17,198526,84.55,84.5,64.28,81.03,72.0,43.83,96.6,84.88,100.17,103.16,80.79,23.73,30.75,4.64,4.7,3.98,5.91,3.57,88.95,0.47,90.35,5.91,90.21,6.4,0.47,90.35,8.77,6.22,4.32,0.47,4.26,5.73,2.38
39,2012,18,124622,83.28,83.25,49.34,85.86,56.23,24.37,98.26,86.33,118.04,94.95,58.65,27.41,11.98,7.23,6.91,6.92,8.38,5.22,91.6,0.13,92.24,8.38,92.91,1.16,0.13,92.24,1.92,1.87,1.16,0.13,1.09,1.6,0.72
40,2012,19,325212,83.48,83.4,53.59,85.38,60.53,29.56,102.15,94.47,121.29,98.98,67.13,18.85,43.75,4.02,2.89,3.04,5.42,5.53,92.05,0.35,92.62,5.42,91.03,3.93,0.35,92.62,4.34,3.44,1.15,0.35,1.06,1.61,0.8
41,2012,20,263271,94.15,94.01,65.94,93.85,69.36,34.62,109.0,126.49,126.51,101.22,71.1,26.28,25.9,5.13,6.22,5.28,5.08,3.24,90.08,2.12,90.8,5.08,91.11,4.8,2.12,90.8,6.81,5.65,1.49,2.12,1.37,2.0,0.89
42,2012,23,405302,93.78,93.69,65.06,91.54,71.82,37.52,110.73,114.96,121.51,111.46,79.37,22.35,30.49,2.95,3.14,2.48,3.51,3.31,95.33,0.48,96.17,3.51,94.23,1.72,0.48,96.17,2.43,2.46,2.56,0.48,2.59,3.01,1.52
43,2012,25,571082,91.17,90.97,63.61,87.82,81.53,47.27,101.88,87.31,103.89,112.54,83.12,16.78,39.91,2.94,3.24,2.17,3.82,2.85,95.84,0.06,97.25,3.82,95.17,1.22,0.06,97.25,1.97,1.97,2.02,0.06,1.53,3.2,1.28
44,2012,27,145607,80.97,80.95,62.17,83.24,41.9,19.1,99.64,95.46,130.24,81.85,55.82,14.92,18.98,2.09,1.32,1.74,2.98,2.98,91.88,1.45,92.32,2.98,92.76,6.03,1.45,92.32,8.49,4.26,0.1,1.45,0.06,0.21,0.11
45,2012,41,273653,89.77,89.73,67.15,92.67,73.8,37.98,100.19,90.94,111.82,103.66,69.78,26.44,44.54,5.23,4.59,3.97,7.31,4.93,90.01,0.2,92.08,7.31,89.23,4.76,0.2,92.08,6.72,5.83,1.81,0.2,1.72,2.52,1.09
46,2012,44,239298,75.42,75.33,46.22,72.47,41.86,20.67,89.93,100.6,118.57,67.13,47.18,22.53,35.66,6.81,4.81,6.2,8.83,8.42,92.33,0.33,92.92,8.83,91.0,0.86,0.33,92.92,1.17,0.58,3.44,0.33,4.0,2.97,1.04
47,2012,47,334586,91.82,91.64,65.58,87.26,64.96,34.07,108.68,132.73,126.98,97.48,70.94,22.4,30.3,6.22,20.84,4.91,3.85,3.24,91.97,0.81,93.21,3.85,95.13,1.81,0.81,93.21,2.12,1.63,1.59,0.81,1.49,2.03,0.62
48,2012,50,210820,93.35,93.29,67.14,92.31,75.91,40.64,103.0,98.87,114.39,104.58,72.52,26.14,10.77,5.85,5.74,5.06,7.3,5.07,91.68,0.25,93.44,7.3,91.6,2.47,0.25,93.44,4.21,3.32,1.8,0.25,1.5,2.8,1.09
49,2012,52,401539,77.75,77.73,49.18,77.76,53.64,28.59,92.96,77.17,114.83,86.62,58.96,21.4,22.69,1.84,1.32,1.54,2.37,2.29,97.02,0.05,97.56,2.37,96.49,1.14,0.05,97.56,1.8,1.22,1.89,0.05,1.69,2.71,1.17
50,2012,54,322304,86.0,85.93,71.79,90.29,64.3,35.87,96.69,104.84,112.76,91.5,65.85,26.52,12.78,4.89,4.33,4.49,5.93,4.06,93.58,0.31,94.52,5.93,93.73,1.52,0.31,94.52,2.45,2.21,2.0,0.31,1.51,3.15,1.55
51,2012,63,112175,88.77,88.74,57.76,83.48,79.17,46.59,102.48,85.14,102.69,115.75,84.76,27.72,20.29,6.23,6.6,5.33,7.71,4.87,89.79,0.19,92.03,7.71,90.92,3.99,0.19,92.03,6.3,4.21,1.23,0.19,0.89,1.96,0.68
52,2012,66,189484,92.91,92.77,66.03,91.19,75.09,42.98,109.1,101.05,115.24,114.83,87.7,21.73,46.96,7.04,6.06,5.74,9.21,6.46,87.91,0.88,90.82,9.21,88.3,5.06,0.88,90.82,8.17,5.25,1.13,0.88,0.94,1.66,0.65
53,2012,68,425904,92.21,92.11,70.17,92.89,77.82,46.84,103.99,113.0,111.22,105.22,81.41,24.89,22.18,4.67,5.46,3.79,5.89,3.84,92.65,0.32,94.58,5.89,92.93,2.68,0.32,94.58,4.44,3.23,2.53,0.32,1.75,4.18,1.58
54,2012,70,203626,95.6,95.55,67.51,95.1,73.72,38.11,112.62,131.62,128.16,105.8,79.65,23.33,26.4,4.83,5.15,4.77,5.0,4.31,85.68,0.8,86.01,5.0,86.79,9.49,0.8,86.01,12.81,8.9,0.65,0.8,0.65,0.75,0.54
55,2012,73,321653,87.47,87.42,61.62,85.71,71.82,39.77,97.11,93.43,108.4,97.3,70.92,24.81,42.37,5.11,4.92,4.39,6.42,4.31,87.38,0.35,89.53,6.42,89.29,7.51,0.35,89.53,11.54,6.4,0.66,0.35,0.69,0.8,0.37
56,2012,76,894698,88.26,88.09,60.32,86.16,71.21,40.62,101.86,103.98,111.69,103.27,76.19,22.35,40.32,4.32,4.79,3.74,5.21,3.69,92.39,0.2,93.91,5.21,92.98,3.29,0.2,93.91,5.28,3.33,1.64,0.2,1.39,2.4,1.01
57,2012,81,74454,72.33,72.29,51.48,70.61,54.47,29.81,83.67,87.4,92.29,80.66,61.94,16.46,17.33,4.99,4.63,4.72,5.72,4.56,94.99,0.0,95.28,5.72,95.21,0.03,0.0,95.28,0.01,0.23,3.83,0.0,3.06,5.9,3.09
58,2012,85,85999,103.94,103.88,78.45,102.0,85.4,44.03,117.02,111.0,124.85,123.4,87.9,24.17,18.7,6.52,5.57,5.44,8.39,6.08,87.67,0.08,90.35,8.39,88.88,5.81,0.08,90.35,9.64,5.03,1.92,0.08,1.5,3.1,1.29
59,2012,86,93570,78.17,78.17,48.82,78.95,57.46,27.28,93.12,93.3,104.13,91.93,67.64,23.77,15.74,6.16,6.05,5.63,7.44,4.88,89.6,0.28,91.34,7.44,90.23,4.24,0.28,91.34,7.19,4.89,1.03,0.28,1.0,1.33,0.73
60,2012,88,15648,68.7,68.65,59.87,69.69,60.91,39.82,76.21,80.41,76.85,79.21,66.91,25.28,0.0,1.26,1.21,1.12,1.52,1.12,98.16,0.0,98.37,1.52,98.16,0.58,0.0,98.37,0.76,0.72,3.9,0.0,2.31,7.03,2.74
61,2012,91,22194,81.87,81.87,60.22,85.62,53.33,22.31,94.76,108.82,113.46,84.95,58.28,19.34,20.91,4.7,5.16,2.3,7.97,8.06,93.74,0.0,95.78,7.97,89.96,1.56,0.0,95.78,1.35,1.98,6.3,0.0,6.83,7.25,3.17
62,2012,94,11920,70.82,70.82,47.69,72.5,28.38,8.24,85.9,97.97,123.18,66.45,33.19,18.6,18.95,8.91,9.43,8.18,10.63,7.93,78.18,8.29,79.74,10.63,77.4,12.91,8.29,79.74,16.74,14.66,1.75,8.29,1.77,1.46,1.43
63,2012,95,31272,59.2,59.18,37.54,58.24,43.64,19.62,71.3,61.81,80.5,71.54,50.99,18.66,11.42,4.86,4.11,5.37,4.46,3.89,94.89,0.12,94.46,4.46,95.28,0.26,0.12,94.46,0.28,0.84,1.5,0.12,1.13,2.4,0.73
64,2012,97,12681,62.32,62.32,25.29,63.35,31.81,9.36,73.18,43.72,100.51,61.76,37.78,13.21,20.61,7.62,9.09,6.62,8.9,10.82,79.86,2.27,79.86,8.9,76.63,12.52,2.27,79.86,12.3,12.54,5.11,2.27,5.95,4.8,1.31
65,2012,99,20686,66.75,66.75,38.02,66.96,33.37,15.01,75.11,70.78,103.97,56.97,35.88,15.67,17.86,5.07,7.59,4.41,6.11,4.14,88.24,4.0,86.45,6.11,93.94,6.69,4.0,86.45,2.81,1.92,1.31,4.0,1.33,1.67,1.04
66,2013,5,1272458,92.06,91.93,67.61,91.53,75.66,42.71,105.69,89.77,114.71,110.13,83.42,52.72,68.47,3.57,2.92,2.94,4.8,3.07,91.59,0.12,93.02,4.8,91.76,4.84,0.12,93.02,6.96,5.17,1.57,0.12,1.41,2.27,1.12
67,2013,8,522832,86.41,86.22,53.67,83.23,74.1,43.94,95.58,90.45,105.34,96.36,72.05,29.46,84.94,3.12,1.58,3.55,3.17,2.33,95.77,0.56,95.44,3.17,96.72,1.11,0.56,95.44,1.43,0.95,1.66,0.56,1.71,1.89,0.79
68,2013,11,1466854,84.5,84.07,61.24,79.32,79.72,52.67,91.42,78.94,89.84,99.41,85.53,28.08,99.86,3.68,0.59,3.1,4.82,3.74,96.32,0.01,96.9,4.82,96.26,0.0,0.01,96.9,0.0,0.0,6.89,0.01,4.88,10.78,5.54
69,2013,13,492500,89.66,89.55,59.86,87.5,70.4,38.27,103.72,110.14,115.02,101.57,76.86,34.98,52.59,2.56,2.57,2.58,2.66,2.2,94.23,0.42,94.91,2.66,93.72,3.2,0.42,94.91,4.77,4.08,1.91,0.42,2.12,2.19,0.83
70,2013,15,292312,85.1,85.05,66.11,81.56,75.09,48.43,96.3,84.49,94.3,102.56,94.08,39.97,23.57,2.45,2.3,1.78,3.25,2.5,93.41,0.27,95.35,3.25,93.77,4.14,0.27,95.35,6.53,3.74,1.69,0.27,1.28,2.55,1.37
71,2013,17,196982,82.58,82.54,56.05,78.2,70.78,44.6,94.92,75.79,98.79,100.75,83.2,40.09,34.49,4.1,4.26,3.36,5.38,3.21,88.64,0.36,90.3,5.38,90.4,7.25,0.36,90.3,10.2,6.39,1.87,0.36,1.57,2.75,1.42
72,2013,18,124458,80.95,80.94,49.28,81.93,56.48,23.87,95.55,89.72,114.83,90.45,58.16,46.7,8.48,6.55,6.08,6.69,6.95,4.34,92.48,0.26,92.55,6.95,94.48,0.96,0.26,92.55,1.48,1.18,1.32,0.26,1.13,2.06,0.89
73,2013,19,320510,84.34,84.33,47.61,85.42,63.11,31.9,104.67,86.0,122.39,101.61,77.68,30.35,24.64,3.74,2.01,3.4,4.75,3.6,91.69,0.96,91.86,4.75,92.82,4.57,0.96,91.86,5.47,3.59,1.28,0.96,1.2,1.67,1.23
74,2013,20,262240,94.92,94.8,58.66,93.36,71.46,36.02,109.98,118.37,124.67,106.2,75.74,44.23,22.4,4.53,6.02,4.32,4.77,3.3,89.87,2.42,90.67,4.77,91.16,5.6,2.42,90.67,7.5,5.54,1.07,2.42,0.99,1.27,0.68
75,2013,23,407589,93.39,93.35,57.06,92.17,73.47,36.38,110.67,110.3,122.75,110.9,79.41,32.42,18.28,2.3,2.18,1.96,2.79,2.44,96.13,0.75,96.79,2.79,95.72,1.57,0.75,96.79,2.23,1.84,2.69,0.75,2.85,2.86,1.73
76,2013,25,572012,90.49,90.28,61.0,85.47,82.08,47.98,100.66,88.69,101.81,110.73,83.73,23.42,30.51,3.17,3.53,2.61,3.93,2.69,95.7,0.03,96.84,3.93,95.9,1.12,0.03,96.84,1.93,1.41,1.9,0.03,1.39,2.95,1.52
